Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,510.787063366811,356.496214115892,357.261152798144,413.757894705303,..,..
Afghanistan,AFG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.60188791482224,5.13320340824962,13.7121023720064,-4.64470870797774,-6.60118564073725,..
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.71,12.006,14.1,14.008,13.687,13.351
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,6027.91350716348,7242.45513146613,7756.96188744253,9730.86921906893,11377.7757431099,..
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.6208866171702,2.04147163139544,6.72520271530059,4.75834555150038,2.21587375089991,..
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.639,11.474,10.785,10.669,10.689,10.926
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,3743.5419522929,4160.55926736925,4960.30334332888,5370.477235078,5752.99076651465,..
Algeria,DZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.41513094083413,7.22606307415477,9.26551551551552,9.32217375928322,4.04611455313434,..
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,14.08,13.656,12.382,11.645,11.655,11.633
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,14489.2586563775,15236.1604875571,18017.4589383973,..,..,..
American Samoa,ASM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..
American Samoa,ASM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,37361.1070081615,42425.7066454357,42414.0479861228,46812.4261013102,49303.6491674336,..
Andorra,AND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..
Andorra,AND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,1759.35619918264,2303.90812662776,3682.1131513698,2916.13663284275,2665.87444776753,..
Angola,AGO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,22.2715392470509,25.754294884189,21.3552901320822,13.6441017767714,28.2404948915772,..
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.696,15.799,14.124,14.051,14.02,14.108
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,15369.6082250401,17348.6006987182,20105.1989085164,21494.5474000727,23542.4526945578,..
Antigua and Barbuda,ATG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.625989707046719,2.06299638545334,7.53107834634288,5.06713865364212,6.19886698842115,..
Antigua and Barbuda,ATG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,8535.59938004389,10738.0179223384,13962.1894087223,14261.8465667948,13969.7836603737,..
Argentina,ARG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,42.0150947376509,48.4093786255199,72.430757531824,133.488935594175,219.883929014578,..
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.461,8.736,6.805,6.139,7.15,7.145
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,4268.68093304583,4685.17997128509,6571.97445545099,8159.08720967996,8556.21406956719,..
Armenia,ARM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.21143577838464,7.1848362944337,8.64091108973854,1.98041877615553,0.269511978259125,..
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,18.175,15.469,13.451,12.405,12.405,12.871
Aruba,ABW,GDP per capita (current US$),NY.GDP.PCAP.CD,22759.8071750722,26749.3296093118,30975.9989121779,35718.7531191634,39498.5941293797,..
Aruba,ABW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..
Aruba,ABW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,51983.4523666382,60758.9044397144,65169.5191118657,65058.3773146674,64603.9856308464,..
Australia,AUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.846900734607273,2.86391284709318,6.59409658717841,5.59701792296707,3.16656665428797,..
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.394,5.022,3.728,3.668,3.942,4.09
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,48716.4098900349,53648.6437976214,52336.7725223758,56579.504175468,58268.8787651601,..
Austria,AUT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.38191063351853,2.7666666666667,8.54686993188457,7.81413417002831,2.93791574279375,..
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.201,6.459,4.992,5.264,5.2,5.582
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,4229.91064904503,5408.04535175023,7770.594223351,7133.02838048328,7283.8499076179,..
